,claim,topic,date_published,page_is_example,page_is_image_credit,page_is_archived,claim_label
1751,Mark Zuckerberg's real name is Jacob Michael Greenberg and he is the grandson of billionaire David Rockefeller.            See Example(s),media matters,"Aug 22nd, 2016",False,False,False,false
1752,A video shows a real dragon that fell from the sky in Tibet.,fauxtography,"Aug 22nd, 2016",False,False,False,false
1753,"An Army memorandum announces martial law training and preparation to begin at Fort Carson, Colorado, in September 2016.            See Example(s)",fauxtography,"Aug 22nd, 2016",False,False,True,false
1754,"An Army memorandum announces martial law training and preparation to begin at Fort Carson, Colorado, in September 2016.            See Example(s)",fauxtography,"Aug 22nd, 2016",False,False,False,false
1755,The second season of 'Stranger Things' will be written by Stephen King.            See Example(s),entertainment,"Aug 22nd, 2016",False,False,False,false
1756,Red Bull and other brands of energy drinks contain bull semen.            See Example(s),food,"Sep 21st, 2016",False,False,False,false
1757,Red Bull and other brands of energy drinks contain bull semen.            See Example(s),food,"Sep 21st, 2016",False,False,True,false
1758,A video showing highly censored female athletes competing in the 2016 Olympics was broadcast by the Iranian Sports Channel.,fauxtography,"Aug 20th, 2016",False,False,False,false
1759,The Hobby Lobby chain is closing all its stores in protest over a federal contraceptives mandate.  See Example(s),medical,"Sep 30th, 2012",True,False,False,false
1760,Video shows a humanoid creature of unknown species ambling through a Portuguese desert.,fauxtography,"Aug 19th, 2016",False,False,False,false
1761,Jean Hilliard made a full recovery after she was found frozen in sub-zero temperatures.            See Example(s),medical,"Feb 18th, 2015",False,False,False,true
1762,"Donald Trump said that Harriet Tubman's face belongs on food stamps, not the $20 bill.",fake news,"Aug 19th, 2016",False,False,False,false
1763,"Donald Trump said that Harriet Tubman's face belongs on food stamps, not the $20 bill.",fake news,"Aug 19th, 2016",False,True,False,false
1764,A video shows a real farm that gets rainbow cheese from rainbow cows.            See Example(s),fauxtography,"Aug 19th, 2016",False,False,False,false
1765,A video shows a real farm that gets rainbow cheese from rainbow cows.            See Example(s),fauxtography,"Aug 19th, 2016",False,True,False,false
1766,In 2016 Halloween will fall on Friday the 13th for the first time in 666 years.            See Example(s),holidays,"Oct 8th, 2014",False,False,False,false
1767,Products from Pepsi and other major food producers are 'manufactured using the tissue of aborted human babies.'            See Example(s),medical,"Mar 18th, 2012",False,False,True,false
1768,Products from Pepsi and other major food producers are 'manufactured using the tissue of aborted human babies.'            See Example(s),medical,"Mar 18th, 2012",False,False,False,false
1769,An image shows the rejection letter Donald Trump received from Harvard University.,fake news,"Aug 18th, 2016",False,False,False,false
1770,A tweet reproduces a 90-second long sentence from a Donald Trump speech.            See Example(s),politics,"Aug 17th, 2016",True,False,False,true
1771,A tweet reproduces a 90-second long sentence from a Donald Trump speech.            See Example(s),politics,"Aug 17th, 2016",False,False,False,true
1772,A customer discovered a deceased and discarded baby in a Kentucky Walmart's discount DVD bin.            See Example(s),fake news,"Aug 17th, 2016",False,False,True,false
1773,Tim Kaine said Caucasians must become a minority to atone for racism and oppression suffered by blacks.            See Example(s),,"Aug 17th, 2016",False,False,False,false
1774,"Republican VP candidate Mike Pence  proclaimedthat ""the things Donald Trump says wouldn't hurt our campaign half as much if the press didn't report it.""",fake news,"Aug 17th, 2016",False,False,False,false
1775,"Republican VP candidate Mike Pence  proclaimedthat ""the things Donald Trump says wouldn't hurt our campaign half as much if the press didn't report it.""",fake news,"Aug 17th, 2016",False,True,False,false
1776,A leaked video depicts a human sacrifice conducted by researchers at the CERN nuclear research facility.,fauxtography,"Aug 17th, 2016",False,False,False,false
1777,A leaked video depicts a human sacrifice conducted by researchers at the CERN nuclear research facility.,fauxtography,"Aug 17th, 2016",False,False,True,false
1778,"Mutation Response Vehicle vehicles spotted near Longwood, Florida, are related to outbreaks of the Zika virus.",fauxtography,"Aug 17th, 2016",False,False,False,false
1779,"A viral e-mail claiming that Muslims can't be good Americans because they worship a ""moon God"" is a quote from former GOP presidential candidate Ben Carson.",politics,"Aug 17th, 2016",False,False,False,false
1780,Netflix has cancelled season 5 of the popular prison drama 'Orange Is the New Black.',fake news,"Aug 17th, 2016",False,False,False,false
1781,A tote bag bears a slogan poking fun at people who fear Arabic writing.            See Example(s),fauxtography,"Aug 17th, 2016",False,False,False,true
1782,U.S. Gymnastics coaches Bela and Marta Karolyi were illegal immigrants.            See Example(s),sports,"Aug 17th, 2016",True,False,False,false
1783,U.S. Gymnastics coaches Bela and Marta Karolyi were illegal immigrants.            See Example(s),sports,"Aug 17th, 2016",False,False,False,false
1784,"A GIF shows a photographer's 'perfect timing,' setting off a camera's flash just as a gymnast performed a midair split.",fauxtography,"Aug 17th, 2016",False,False,False,true
1785,"A GIF shows a photographer's 'perfect timing,' setting off a camera's flash just as a gymnast performed a midair split.",fauxtography,"Aug 17th, 2016",False,True,False,true
1786,"List of double entrendres collects ""the top nine comments made by NBC sports commentators during the Summer Olympics.""            See Example(s)",humor,"Sep 1st, 2004",False,False,False,false
1787,A photograph shows Hillary Clinton wearing a defibrillator under her clothes at a campaign event.,politics,"Aug 16th, 2016",False,False,False,false
1788,A photograph shows Hillary Clinton wearing a defibrillator under her clothes at a campaign event.,politics,"Aug 16th, 2016",False,True,False,false
1789,Police opened fire on a store mannequin after it failed to follow their orders.            See Example(s),fake news,"Aug 16th, 2016",False,False,True,false
1790,Police opened fire on a store mannequin after it failed to follow their orders.            See Example(s),fake news,"Aug 16th, 2016",False,False,False,false
1791,An image shows an advertisement for a real product called Johnson's Winking Glue.,fauxtography,"Aug 16th, 2016",False,False,False,false
1792,"A page on Hillary Clinton's campaign web site about campus sexual assault was edited to remove wording about a victim's ""right to be believed.""            See Example(s)",politics,"Aug 16th, 2016",True,False,False,true
1793,"A page on Hillary Clinton's campaign web site about campus sexual assault was edited to remove wording about a victim's ""right to be believed.""            See Example(s)",politics,"Aug 16th, 2016",False,False,False,true
1794,"A page on Hillary Clinton's campaign web site about campus sexual assault was edited to remove wording about a victim's ""right to be believed.""            See Example(s)",politics,"Aug 16th, 2016",False,False,True,true
1795,"The boots on Neil Armstrong's spacesuit don't match up with the ""footprints"" supposedly he left on the moon.",science,"Aug 16th, 2016",False,False,False,false
1796,"The boots on Neil Armstrong's spacesuit don't match up with the ""footprints"" supposedly he left on the moon.",science,"Aug 16th, 2016",False,True,False,false
1797,An Alabama state senator published an open letter saying that the state of Georgia shouldn't have been allowed to compete in the Olympics.            See Example(s),,"Aug 15th, 2016",False,False,False,false
1798,An Alabama state senator published an open letter saying that the state of Georgia shouldn't have been allowed to compete in the Olympics.            See Example(s),,"Aug 15th, 2016",False,True,False,false
1799,"A live poll conducted by ABC News in August 2016 shows Donald Trump, Jill Stein, and Gary Johnson all well ahead of Hillary Clinton.            See Example(s)",fake news,"Aug 15th, 2016",False,False,False,false
1800,"A live poll conducted by ABC News in August 2016 shows Donald Trump, Jill Stein, and Gary Johnson all well ahead of Hillary Clinton.            See Example(s)",fake news,"Aug 15th, 2016",False,True,False,false
1801,The media ignored Kim Rhode's bronze medal-winning performance in the 2016 Summer Olympics due to her stance on gun rights.            See Example(s),,"Aug 15th, 2016",False,False,False,false
